time,precip,v925,v850,v700,v500s,v500u,u925s,u925u,u850s,u850u,u700s,u700u,u700,u500s,u500u,sh925s,sh925u,sh850s,sh850u,sh700s,sh700u,sh500s,sh500u,rh925s,rh925u,rh850s,rh850u,rh700s,rh700u,rh500s,rh500u,z925s,z925u,z850s,z850u,z700u,z500u,z500uu,t925s,t925u,t850s,t850u,t700s,t700u,t500s,t500u,vo925s,vo925u,vo850s,vo850u,vo700s,vo700u,vo500s,vo500u,vv925s,vv925u,vv850s,vv850u,vv700s,vv700u,vv500s,vv500u,topnetolr,t2mu,t2ms,d2ms,d2mu,vimd,v10,u10,u10u,mslps,mslpu,windwaveperiodes,windwaveperiodeu,windwavedirections,windwavedirectionu,waveperiodes,waveperiodeu,firstswells,firstswellu,secondswellu,secondswells,ssts,sstu,skts,sktu,sps,spu,tcwv,tclw,runoff,lowcloudcover,highcloudcover,mediumcloudcover,totalcloudcover,surfacethermalradiation,vitef,surfacesolarradiation,cens_,t2m_,st_,sst_,mslp_,sp_,u10_,v10_,v925_,v850_,v700_,u925_,u850_,u700_,vv925_,vv850_,vv700_,vo925_,vo850_,vo700_,sh925_,sh850_,sh700_,rh925_,rh850_,rh700_,z925_,z850_,t925_,t850_,t700_,mslpshan_,spshan_,t2mshan_,sktshan_,mslpsib_,spsib_,t2msib_,sktsib_,z925sib_,z850sib_,t2mct_,sstct_,stct_,mslpct_,spct_,v925ct_,v850ct_,v700ct_,u925ct_,u850ct_,u700ct_,vv925ct_,vv850ct_,vv700ct_,vo925ct_,vo850ct_,vo700ct_,sh925ct_,sh850ct_,sh700ct_,rh925ct_,rh850ct_,rh700ct_,div925ct_,div850ct_,div700ct_
6/12/2019,0.695058934,3.1857688,2.2980964,-0.33246806,0.5765921,3.6011894,-3.8472311,4.380695,-3.7092338,5.0039415,-7.787632,14.088203,14.088203,-6.299784,1.8656616,0.013976573,0.017870553,0.011640579,0.011573682,0.007110978,0.007367977,0.003511335,0.003872788,78.66089,83.00032,82.493126,80.78943,61.714592,70.89237,59.814293,63.2355,7893.6274,7337.905,15031.556,14596.152,30826.736,57766.914,57362.008,291.82587,293.50983,291.4459,294.10074,283.92194,285.72333,269.3545,271.13354,-2.19E-05,3.31E-05,-1.34E-05,1.21E-05,-1.40E-05,1.99E-06,3.82E-06,-5.06E-06,0.017648853,-0.06816912,-0.008607188,-0.053208627,-0.075311705,-0.14447978,0.003213488,0.017180365,-281.21075,301.46292,297.29636,295.562,278.1437,0.17493121,2.1420388,-1.2955862,2.297828,101427.61,100557.266,5.3702064,3.8359299,88.81654,218.5438,0.67686033,4.038702,0.1778511,0.6111381,0.06679344,0.03885333,299.52917,227.64722,300.24094,303.20465,101069.45,100648.42,47.851376,0.038522404,0.033376116,5.50731,51.196922,7.0225077,54.647728,-173115.84,-153.1346,739916,3.161639608,301.3087042,303.0289571,303.580695,100958.43,100378.8975,2.325241838,3.128942654,3.054400475,0.779143345,0.017910405,3.233892517,3.487606167,-0.10341304,0.000270382,-0.013893472,-0.056654222,-1.23E-05,-6.98E-06,-1.96E-06,0.015869906,0.012538796,0.008830024,82.64277008,76.03890188,91.15087358,7568.920462,14775.95288,296.3224333,292.48573,283.9982863,100792.1237,98732.71471,294.7112996,295.1962246,100869.3139,89705.91629,290.2278246,291.3844325,7229.29375,14247.48621,302.6731288,303.9773892,303.7202075,100731.5592,100725.6381,6.121202363,4.790249921,2.975916688,5.174014142,4.915521525,3.832904108,-0.007771276,-0.008573701,-0.024432583,3.72E-06,3.08E-06,-2.66E-06,0.016959843,0.013424532,0.008821917,81.92242071,74.98742575,70.87687938,-1.07E-06,1.11E-07,-1.53E-06
6/13/2019,6.75358736,2.677951,2.624604,3.4330285,0.5400295,2.7959702,-4.8785357,7.201278,-4.979202,6.8368177,-6.7875686,12.082527,12.082527,-7.888097,2.8421073,0.014169989,0.017465122,0.01167848,0.011739721,0.007014851,0.007429387,0.003781167,0.004440269,78.12153,84.8813,76.57229,82.89292,59.774208,72.31314,63.81552,62.891987,7823.1353,7292.893,14931.718,14553.871,30786.781,57726.074,57331.746,291.8604,292.27313,290.18124,294.14847,283.2188,285.70004,269.13342,271.5538,-1.87E-05,3.46E-05,-1.81E-05,2.94E-05,-8.19E-06,3.49E-06,-7.65E-06,-1.00E-05,0.037855946,-0.05876525,0.05027004,-0.080032386,0.00576071,-0.038418572,0.072697155,0.041523457,-263.9594,301.7433,297.25327,295.88406,276.2854,-0.09229915,1.454677,-1.9575679,2.4600754,101359.49,100469.74,5.0438766,3.4758964,72.68162,225.1611,0.73111993,3.731728,0.16431956,0.56454,0.053461075,0.044670742,299.50626,227.59839,300.1453,303.3573,101015.05,100596.63,49.60114,0.028959911,0.03194064,7.187207,58.55589,14.07744,44.896446,-163717.48,-6.622238,724374.7,2.89217155,300.8993238,302.785445,303.5217808,101011.579,100430.6932,2.056832079,4.051774667,4.291475683,2.050566342,0.333975054,3.910780283,5.420583558,1.944904681,0.031388933,0.042610236,0.001475505,-1.24E-05,-9.02E-06,-2.81E-06,0.015308462,0.012103926,0.008809325,81.13007829,74.31488213,88.72803221,7601.640783,14801.88252,296.0449133,292.3035283,283.4553421,100677.1115,98611.11492,294.2602375,294.5337588,100677.4835,89543.30267,290.5073425,291.4670779,7083.328942,14120.82071,302.5272129,303.8873992,303.7203788,100704.4648,100698.5495,6.364475292,4.473775617,2.771637338,7.678962183,7.417559642,5.297253671,0.000517898,-0.000904605,-0.015272704,2.58E-06,2.20E-06,-3.75E-06,0.016678035,0.013127331,0.008769637,80.63831067,73.52606337,71.32442383,-4.77E-07,-5.36E-07,-1.26E-06
6/14/2019,32.58713067,2.7984328,3.4332423,2.7044594,0.57686675,2.3541698,-4.186126,8.54064,-2.7452774,7.0449047,-6.5702252,14.674322,14.674322,-5.5492115,4.6188593,0.014961687,0.017545458,0.013171735,0.012034907,0.008719184,0.007277961,0.004043701,0.004990216,85.62799,86.47142,83.21825,81.79979,76.10244,72.601425,77.09276,55.036396,7788.113,7273.9062,14894.742,14533.093,30759.258,57687.5,57272.727,291.84622,293.0912,289.86002,294.294,282.38535,285.56693,269.58078,271.7917,-8.57E-06,4.24E-05,-2.44E-05,2.71E-05,-1.82E-05,4.28E-06,-5.83E-06,-8.12E-06,0.024475934,-0.095402196,0.02983721,-0.11574181,-0.023020107,-0.036547028,0.017300686,-0.02152276,-207.5966,301.0578,297.02176,296.1123,274.2257,-0.023501078,2.958751,-1.4078414,2.5376034,101311.625,100456.97,4.935613,3.4182563,102.95532,228.139,0.6611832,3.9044755,0.15348428,0.55812573,0.044808067,0.02225113,299.53143,227.6259,300.0364,303.2594,100969.81,100570.945,55.97462,0.03537051,0.03643831,10.537656,75.46762,25.596872,70.55737,-132360.16,-299.5096,483248.62,3.088844438,301.5271388,302.8330358,303.4710225,100955.7385,100376.9837,1.777386221,2.7929938,2.362372146,0.067080859,-0.28824424,3.511351746,5.893983846,3.718962779,0.021075026,0.028827261,0.018939362,-1.15E-05,-1.08E-05,-4.03E-06,0.015004163,0.011736959,0.008629064,76.90811417,70.28551496,91.2981115,7570.141896,14780.42096,296.6060154,292.6897367,283.5428363,100550.4307,98477.39333,294.0688063,294.24273,100525.8114,89414.59225,290.5356129,291.2580658,6951.719425,13986.12396,302.5504425,303.7590817,303.6160904,100684.6325,100678.7117,4.984783321,2.090690355,1.025991382,8.802445771,8.246757617,6.11110085,-0.006399387,-0.014093077,-0.01843275,3.71E-06,3.99E-06,-4.02E-06,0.016478113,0.013316578,0.009175137,79.4879165,74.49883004,75.37319933,-1.35E-06,-8.04E-07,-2.39E-06
6/15/2019,9.209315352,2.2812932,1.7627546,0.29793802,1.7825928,0.46695963,-4.1949573,9.172028,-3.0244312,8.698022,-7.3633227,11.9921875,11.9921875,-2.2281563,4.936537,0.014522393,0.017835194,0.012262211,0.012679484,0.008722092,0.007634113,0.002969533,0.00526638,86.215004,85.63004,84.85967,81.2055,78.45035,70.422104,53.390823,55.52843,7828.6133,7280.624,14928.7,14530.051,30748.986,57647.004,57256.09,291.86703,295.1661,289.75058,295.03308,281.43628,285.6236,269.85776,271.6594,-2.55E-05,3.41E-05,-2.21E-05,1.71E-05,-1.46E-05,-1.13E-05,-2.23E-06,1.68E-06,0.026673038,-0.10058272,0.009697198,-0.114494085,-0.001196782,-0.064711496,-0.057003096,-0.010959704,-237.54254,301.06973,296.99747,295.80206,275.25296,-0.09064865,2.3492775,-1.3795967,3.3329988,101366.4,100506.68,4.5762405,3.3740182,92.55319,228.33167,0.7177789,3.6014216,0.1663188,0.6057789,0.043869656,0.015712738,299.51596,227.9784,299.8826,303.16348,101029.11,100575.98,51.687313,0.040933926,0.032886863,14.620146,60.143982,14.929232,54.699486,-141059.8,-141.18149,589200,2.328287617,301.4734192,302.9146104,303.5381367,100949.291,100370.3689,3.690444221,2.482642296,2.290907538,-0.263150703,-2.045082788,5.514088054,6.817798713,4.108983417,0.003787144,-0.005430494,-0.030573417,-1.24E-05,-1.28E-05,-4.24E-06,0.015454358,0.012193991,0.008526033,79.90522862,73.69657458,92.97384733,7563.058383,14770.95438,296.4588133,292.5346663,283.622025,100590.4705,98514.64521,293.9307013,294.1633567,100481.9717,89380.51846,290.3633463,291.0443854,6908.026458,13936.19667,302.2760217,303.6272425,303.4866471,100673.194,100667.2809,3.686294763,0.93356894,-0.676614045,6.921966267,6.560833,4.964318713,-0.033232383,-0.067214316,-0.109753218,7.80E-06,6.21E-06,7.99E-07,0.016922096,0.01380484,0.009405087,83.03393342,78.82777342,78.240243,-5.21E-06,-3.92E-06,-3.88E-06
6/16/2019,0.710002839,2.6898727,2.4957156,-0.7161439,2.0374978,-0.08213109,-3.3356254,8.816596,-4.0771585,8.185455,-8.673721,7.38058,7.38058,0.7482293,7.455383,0.013734326,0.017193144,0.009150613,0.012496311,0.006934925,0.00731545,0.001305096,0.004607316,84.60432,88.43692,79.71919,82.141685,63.84728,75.55285,24.806187,53.126583,7874.9062,7322.798,14965.702,14558.848,30732.762,57624.69,57185.457,292.31085,294.6893,289.3612,294.8158,279.64398,285.51544,269.47394,271.39105,-2.48E-05,1.74E-05,-1.95E-05,1.86E-05,-5.55E-06,2.55E-06,-2.59E-05,1.37E-05,0.06018714,-0.106235385,0.050385714,-0.08115776,0.019017577,-0.009806274,0.03861984,0.064976856,-274.6485,300.83063,296.98447,294.7215,276.6167,0.4876124,3.2898183,-1.5231317,3.1156723,101429.04,100610.99,4.0711594,3.2988992,101.802,226.6743,0.65155214,3.9887497,0.16889963,0.5974288,0.045868557,0.03760147,299.47607,227.70914,299.7411,302.95807,101086.58,100662.7,43.812237,0.042685192,0.03345559,14.725685,64.05274,15.238921,66.56698,-176670.97,-4.9194336,689513.3,2.983970346,301.0446067,302.6865733,303.3794642,100993.8242,100413.923,2.517543771,2.904654983,2.518887783,-0.562730597,-3.054615671,4.309627829,6.750254104,6.200213821,0.014764068,0.010575776,-0.007300819,-1.26E-05,-1.18E-05,-2.75E-06,0.015634367,0.012481159,0.00841025,82.08151175,75.5796175,98.34548329,7591.402746,14797.05067,296.1971479,292.493545,283.5891846,100915.1104,98842.88288,293.92857,294.2019,100509.5717,89408.29458,290.5518533,291.4295596,6937.207813,13973.14475,301.8095288,303.5031825,303.3137442,100748.528,100742.6106,4.123497833,1.828181055,1.337657664,5.497067629,5.725640837,4.583251721,-0.009086291,-0.021520506,-0.037992426,1.05E-05,1.17E-05,1.35E-05,0.016724702,0.013561757,0.009032484,85.15587104,79.30422933,77.36886842,-2.21E-06,-1.28E-06,-2.27E-06
6/17/2019,0,1.8332995,1.9251937,-0.25479507,1.3402939,-0.038449626,-4.843841,7.817251,-4.334693,6.994887,-8.479926,5.2717214,5.2717214,2.9774132,4.965766,0.012730382,0.01685135,0.008934362,0.012268814,0.003363554,0.008431351,0.000826067,0.004898283,81.84358,90.26295,66.65375,84.963524,33.99919,79.463745,11.708644,40.189728,7908.4375,7392.806,14986.29,14623.879,30795.697,57682.56,57106.82,292.35544,293.91028,289.10968,293.9103,279.99463,285.04056,269.1875,270.88724,-2.32E-05,3.34E-05,-2.54E-05,9.95E-06,-5.79E-06,-5.50E-06,-2.88E-05,2.45E-05,0.06679352,-0.11274648,0.035339713,-0.013785959,0.003308416,-0.002629797,0.05120154,0.047208823,-288.1454,301.19083,297.066,293.76126,277.44577,0.49209085,2.4809926,-2.310234,2.8770623,101492.53,100729.88,4.727542,3.0287704,102.186386,231.04793,0.74754816,4.3306623,0.21222791,0.5813378,0.043812435,0.071481705,299.5065,227.65366,299.67337,302.9704,101137.53,100757.125,31.887245,0.019224167,0.02838423,12.524319,75.896355,3.022321,74.66797,-213662.25,141.00325,791513.3,2.1038751,300.8142467,302.6572038,303.3840558,101038.2008,100458.168,2.213685338,1.679653602,1.001150425,-1.157827781,-1.651516688,3.862133263,5.894345287,4.565065758,0.004935371,-0.005914686,-0.02913631,-1.37E-05,-1.21E-05,-3.89E-06,0.015377475,0.012181972,0.008524022,82.1451865,76.19110704,96.30037104,7621.860208,14815.82929,295.9079058,291.9747592,283.2570933,101050.2173,98986.85767,294.7369004,294.9533217,100756.2434,89638.54133,290.7516879,292.0953958,7140.880638,14177.3521,301.7506408,303.5405392,303.2910079,100815.5169,100809.5967,5.124074708,3.842006604,4.187097171,4.41589375,4.040896654,1.968796493,-0.009230504,-0.007650336,-0.017805831,1.33E-05,1.47E-05,9.44E-06,0.016308328,0.013016137,0.009035367,82.96265779,76.80744854,76.38385575,-1.19E-06,5.23E-07,-7.97E-07
6/18/2019,0.168317377,1.9039873,-0.43165335,-0.7126579,-2.009491,3.29011,-3.0966842,6.4532022,-4.1328473,6.9905653,-6.0154696,6.85652,6.85652,3.9016037,1.7299525,0.012692915,0.01647481,0.00921604,0.011987056,0.002573917,0.007819766,0.001810853,0.004723217,78.944435,87.35093,67.87516,83.31696,21.05695,79.70901,16.180246,33.41987,7877.683,7421.0435,14931.265,14656.963,30854.635,57734.22,57094.688,292.01053,294.12234,289.19797,293.93457,280.7103,284.83148,269.5766,270.59985,-1.32E-05,2.07E-05,-8.34E-06,1.02E-05,6.41E-07,-9.47E-06,-6.92E-06,-1.01E-05,0.03635601,-0.068932176,0.08150872,0.019664844,0.019866109,0.026587605,0.009310882,0.008664927,-291.35495,301.35168,296.43533,293.94556,277.8898,0.1545461,2.864703,-1.8679091,2.6230984,101511.2,100778.02,4.1461487,3.2523727,105.93718,206.01906,0.7931388,4.332646,0.210964,0.53656477,0.036203384,0.040335976,299.5014,227.77536,299.63547,303.13867,101157.84,100775.75,31.579388,0.008519809,0.027368465,13.37115,32.529198,1.2563388,40.432228,-224791.22,124.14941,761506,1.55274159,300.8346554,302.6579613,303.2873767,100975.5266,100396.2663,3.026333146,0.511902164,-0.79117703,-3.088339929,-2.815561754,4.701965175,5.755834904,3.866316063,-0.00056646,-0.01170512,-0.044735446,-1.01E-05,-7.80E-06,-1.98E-06,0.015375834,0.012314623,0.008838122,82.44490454,76.87234608,85.87735058,7568.472438,14762.84688,295.8564288,292.0125529,283.2760671,100823.0004,98768.78317,295.4596188,295.54542,100787.8044,89690.39579,291.9132979,293.0985067,7180.667308,14235.32,301.9199488,303.628615,303.3551658,100807.2077,100801.2932,4.023048171,3.299654938,3.401754988,1.654962439,1.169634312,-0.836794936,-0.006591231,-0.000886145,0.008226416,1.05E-05,1.27E-05,5.24E-06,0.016626887,0.013319292,0.009142549,84.09233242,78.029888,75.51544696,-2.70E-07,1.28E-06,1.48E-07
6/19/2019,0,1.9538149,0.35101762,-2.3454978,-4.2968006,5.1069674,-1.2800896,3.9251513,-4.385454,5.8146496,-1.7055545,8.490369,8.490369,2.6859498,-0.46083957,0.012099064,0.016396381,0.007021283,0.012110264,0.002925632,0.007816874,0.003293956,0.004774498,76.094505,78.5893,59.635986,79.883026,31.814701,75.182335,48.02812,30.315975,7852.8003,7404.9683,14906.618,14639.815,30861.977,57759.258,57181.324,291.6663,294.7719,289.3755,293.65546,279.32034,285.10556,269.61935,270.9341,-7.67E-06,1.89E-05,-2.16E-05,1.28E-05,7.63E-07,-2.36E-05,7.76E-06,2.48E-06,0.05401981,-0.06611518,0.061571997,-0.00029985,-0.017369231,0.007141471,0.026505034,0.029511016,-278.7281,301.19397,296.4834,293.74725,277.35663,-0.006307602,2.0443573,-1.976729,2.422166,101482.52,100739.664,3.9285173,2.8622308,100.48703,170.38492,0.78751105,4.4912205,0.18796793,0.5171827,0.05700302,0.024742126,299.41724,227.75757,299.62543,303.13248,101144.86,100729.414,33.2934,0.008179029,0.026491782,9.254773,79.555824,1.0547003,75.26817,-217502.77,-9.378094,769728.7,2.016365004,300.7677046,302.5558129,303.25775,100924.9766,100344.7247,3.320459658,0.710684937,-0.881095718,-3.813552129,-3.772153371,5.038133708,5.895195917,4.261829692,-0.007494373,-0.023938672,-0.04989407,-3.54E-06,1.51E-06,5.90E-06,0.015363467,0.012252364,0.009098552,83.26003542,76.61608429,83.43032254,7522.561317,14714.80981,295.6837171,292.0162621,283.4551088,100589.9055,98542.38979,295.9537421,296.0391229,100806.822,89722.60683,292.3670696,293.4698404,7202.293271,14264.28321,302.02229,303.58115,303.4039363,100754.6463,100748.7317,3.103911275,2.501132775,1.464283133,-0.181863123,-0.739371974,-2.6420114,0.004267343,0.014454256,0.011192718,8.60E-06,8.88E-06,1.60E-06,0.016327135,0.013303611,0.008508809,82.00339454,78.06284471,68.93774046,7.94E-07,1.06E-06,-8.72E-07
6/20/2019,0,2.137277,1.5656527,-4.5731506,-1.2850208,4.4909596,-1.3834146,1.8301066,-4.877135,3.49581,0.91137636,7.8048897,7.8048897,1.549893,-2.6024508,0.012603691,0.01588723,0.005866849,0.012396562,0.003979461,0.008345325,0.003546274,0.005099743,80.66417,77.32629,56.169323,81.34079,41.03453,71.21034,57.438534,27.88943,7909.0103,7399.2617,14955.624,14634.825,30886.262,57761.027,57348.508,292.24683,294.74942,289.16104,293.58188,279.51184,285.1212,269.20206,271.0901,-2.06E-05,1.97E-05,-1.38E-05,1.14E-05,1.80E-06,-1.12E-05,3.48E-06,-8.76E-06,0.07874048,-0.11160274,0.060692508,0.026884118,0.058839362,0.039877772,0.024710815,0.017989317,-287.88925,301.2225,296.91736,292.97137,279.2161,0.33285522,2.6120224,-2.3706741,1.6751429,101547.94,100702.54,3.9821343,3.8073833,101.7647,167.71814,0.8503359,4.2788386,0.19162282,0.54017085,0.052165985,0.026107788,299.41724,227.75757,299.66116,303.0891,101202.54,100718.7,33.54667,0.004927635,0.025652347,7.790947,27.774431,1.6710281,32.95396,-247473.97,238.28906,786948.7,2.865836446,300.7066604,302.59334,303.25775,100901.1959,100321.6521,2.581699375,1.644363017,1.081466557,-2.304638238,-3.447499617,3.846101763,4.467535208,2.316423128,-0.019528597,-0.043291051,-0.047467478,-2.99E-06,5.24E-06,1.41E-05,0.01599822,0.012817785,0.008699317,86.33601913,80.57976288,82.66241813,7503.105567,14696.93883,295.7402196,291.8834192,283.3918804,100712.7556,98657.51404,295.7091996,295.7543638,101117.9995,90007.10079,292.4029608,293.8079083,7466.1088,14530.18725,302.0796875,303.58115,303.4153054,100761.6418,100755.7287,3.471498142,2.817897042,1.394395111,-1.334579132,-1.92996055,-3.292013779,0.010820519,0.021438288,0.018996978,2.96E-06,3.73E-06,-1.26E-06,0.016276245,0.013188509,0.007624906,82.51435729,77.39404817,60.41158454,1.45E-06,9.69E-07,-5.35E-07
6/21/2019,0,2.2586372,0.3808702,-4.5090275,2.031313,2.8283303,-0.12904865,0.3795166,-3.2391922,2.7427413,0.17117116,9.664641,9.664641,0.8868065,-3.4793434,0.012035804,0.016529342,0.006548286,0.012379776,0.004731781,0.008091694,0.001906787,0.004965415,75.573395,78.71927,57.7343,81.29283,43.96513,67.106834,28.883783,24.380877,7839.08,7341.9956,14881.857,14580.716,30846.953,57683.21,57470.094,292.39822,294.95145,289.31616,293.4146,278.8567,285.29324,269.0761,271.6596,-1.58E-05,1.92E-05,-9.97E-06,9.30E-06,1.40E-05,-4.54E-06,1.13E-05,-1.07E-05,0.102655485,-0.08485595,0.08899144,0.017305652,0.06538014,0.057722766,0.006899993,0.010757923,-293.66528,301.0261,296.90054,293.76984,278.37772,0.003750483,3.227274,-1.6629106,1.9354376,101481.56,100622.91,3.581172,4.289897,107.74843,167.34137,0.77656794,4.634663,0.18441519,0.6071701,0.044350304,0.034940083,299.41724,227.75757,299.64114,303.07947,101129.22,100659.03,33.67225,0.011130969,0.024822852,9.851107,32.307404,3.705597,47.46688,-234808.22,129.94614,801458.7,2.874237071,300.4006825,302.56713,303.25775,100808.6615,100230.78,2.681279871,1.394676581,0.910026143,-0.579501435,0.049282464,3.689166733,3.408460154,0.326925333,-0.023201634,-0.051273751,-0.061216058,1.71E-06,9.42E-06,1.31E-05,0.016012602,0.013172495,0.008884427,86.922586,83.20568633,91.27671371,7419.99565,14612.03729,295.6390596,291.7926708,283.7625563,100755.4866,98697.74375,295.9647254,295.8543733,101128.2995,90016.66167,292.7013533,294.1143204,7486.1689,14565.02865,302.1324167,303.58115,303.3643946,100702.5399,100696.634,4.851926154,4.32138345,2.1369025,-0.758678964,-1.448580584,-3.610983004,0.019913176,0.033490788,0.039871542,-2.59E-06,-8.92E-07,-2.67E-06,0.016755017,0.013240535,0.007108833,84.80275479,76.63314471,55.87971125,2.51E-06,1.03E-06,1.22E-07
6/22/2019,0.406705201,2.6510246,2.6127872,-2.226953,4.5301275,1.3491993,2.2116776,2.3468297,0.79614514,3.0710473,1.2156042,10.419685,10.419685,-0.661136,-2.7502472,0.012362196,0.016525371,0.007778456,0.012859981,0.006201357,0.008823733,0.001061594,0.005193579,79.983086,81.723274,64.783806,84.28515,59.78456,68.970665,20.382122,27.358522,7812.0156,7278.7905,14865.559,14514.379,30769.6,57608.12,57497.246,292.21976,295.3955,289.7851,293.27356,279.5877,285.6193,268.9909,271.92993,-2.16E-05,1.01E-05,-3.55E-06,2.34E-06,1.35E-05,2.57E-06,1.43E-06,-2.32E-06,0.047629833,-0.08702898,0.026448844,-0.016324084,0.026710033,0.003966809,0.023150722,0.027870774,-277.38867,301.20798,296.6193,294.23224,279.58148,0.22122893,3.3893857,-0.46449026,1.6351497,101467.55,100525.016,2.466929,3.864713,83.94123,183.22116,0.778358,3.9865375,0.148488,0.56049526,0.049069084,0.025957108,299.37833,227.74936,299.65363,303.08557,101116.39,100592.12,36.769302,0.020983377,0.024003288,8.734353,80.75978,9.261544,76.84602,-214121.03,-107.28092,790155.3,3.687076458,300.3497829,302.5669683,303.2296875,100795.0503,100216.5594,2.707146225,3.346772113,4.150997129,3.790148733,3.883875717,3.593915017,4.221754863,1.295990623,-0.008477319,-0.026045833,-0.062250241,9.00E-07,8.45E-06,1.13E-05,0.015961095,0.012925061,0.008868409,87.64506879,81.95495342,84.60636471,7402.275738,14590.83985,295.4462613,291.7451063,283.5573367,100713.2716,98660.665,295.9922854,296.0429163,100853.8784,89764.61021,293.1571346,294.5743938,7261.426983,14349.04492,301.9082458,303.5744642,303.3592121,100653.5161,100647.6105,6.390638138,5.778232846,2.837296221,0.379365665,-0.041768138,-3.101669171,0.022521629,0.03327914,0.010746804,-5.21E-06,-3.41E-06,-4.10E-06,0.016540144,0.01301453,0.007423158,84.12169863,75.80646254,59.94230983,2.87E-06,-2.07E-07,-1.06E-06
6/23/2019,0,3.5727336,3.649259,3.544363,4.960551,3.1949055,0.81194425,6.001947,0.052435577,5.270738,0.57192546,7.92654,7.92654,-2.513543,3.0153267,0.012939905,0.017094394,0.008029919,0.013149233,0.004242122,0.008496121,0.000425342,0.004667887,79.58512,82.6171,72.71559,82.58387,48.33802,71.377655,6.3632336,50.294586,7879.252,7352.1396,14929.947,14595.389,30835.88,57648.57,57561.7,292.3931,295.52847,289.7872,293.6495,280.06207,285.86246,268.97144,271.95276,-2.10E-05,1.63E-05,-1.16E-05,1.01E-05,-1.08E-06,-1.25E-05,-1.03E-05,1.25E-05,0.06255802,-0.067190014,0.017886916,-0.03476862,0.033678453,0.027615627,0.05644059,0.049942896,-259.39374,301.0907,296.29633,294.6101,279.75134,0.47385472,3.5632546,-1.1828169,1.7853228,101559.6,100616.305,3.432536,3.6325963,117.15968,212.82742,0.8013201,3.7857165,0.14579387,0.516412,0.023923237,0.021555584,298.95963,227.65466,299.66394,303.2234,101209.24,100683.04,32.305756,0.01686732,0.0233079,13.055833,61.055817,3.6901155,82.61388,-219240.78,148.31006,711190,4.651361196,300.9238367,302.4348425,302.9340375,100879.7492,100301.2606,1.982073167,4.546838096,6.247458975,6.107099721,7.481879738,3.313174508,5.243396996,3.578301708,0.014645884,0.020093931,0.028927687,-6.57E-06,-1.15E-06,-9.11E-08,0.015653148,0.012614362,0.008326716,83.35494442,78.21220133,91.67056125,7490.285013,14688.07017,295.9641775,292.1120617,283.6098321,100816.9198,98770.34642,296.4548879,296.6718883,100771.7958,89678.65904,292.2913396,293.8593821,7175.375046,14241.07781,302.0711408,303.5018125,303.2980408,100755.9358,100750.012,7.166962592,5.651262042,2.731185583,4.079028308,4.109288563,1.565961603,0.031013012,0.03659801,-0.006712352,-2.76E-06,7.42E-07,8.08E-07,0.016381334,0.012777461,0.00812301,83.44095821,73.76552658,68.37067979,2.27E-06,-6.14E-07,-4.43E-06
6/24/2019,0,2.8786106,3.9210224,4.69871,0.9460056,2.477866,-3.047337,6.574082,-3.906437,5.2078414,-4.556402,2.6633854,2.6633854,-4.035473,5.469146,0.011588567,0.017537039,0.007533876,0.012837492,0.002645097,0.008680435,0.000615808,0.00463493,71.58314,86.06113,72.04326,82.07874,31.218628,69.55624,7.025982,69.23541,8001.1655,7454.176,15050.468,14700.721,30902.719,57717.94,57693.535,292.10983,295.09714,290.1938,294.2086,280.49796,286.18097,269.33472,272.39075,-2.29E-05,2.02E-05,-1.88E-05,1.44E-05,-3.80E-06,-7.45E-06,-1.25E-05,2.77E-07,0.089420356,-0.06443274,0.038402874,-0.10412946,0.006589174,0.020469585,0.022837639,0.044721287,-292.45517,300.88913,296.46033,294.05566,281.9436,0.2241122,3.6981084,-2.1521268,1.3996918,101700.51,100743.48,4.377281,4.0886765,105.480255,215.56413,0.78214574,4.156563,0.17450228,0.45083153,0.026808422,0.05903499,299.05557,227.62753,299.67493,303.31653,101358.625,100802.375,29.69631,0.01621596,0.022644797,7.0371304,55.36232,5.1270485,48.693054,-239893.02,85.6792,793605.4,4.084458579,301.3810613,302.4541658,303.0788108,101010.3923,100431.8073,1.297108553,3.826266979,5.359141367,4.593690529,4.551450358,2.527740854,4.456262988,2.886058808,0.015700824,0.021687915,0.031532689,-1.36E-05,-9.95E-06,-1.02E-05,0.015111289,0.012250306,0.007667445,78.71795588,75.25883479,90.27113825,7612.611821,14814.03242,296.3295825,292.2624942,283.7845621,101056.0059,99006.9315,296.7514088,297.1211321,100783.9952,89659.53229,291.0917058,292.5332096,7167.754342,14207.28658,302.0312125,303.5080608,303.2720204,100877.3837,100871.4648,5.903509958,3.985359063,0.691176936,6.356347229,6.636480413,3.891979242,0.000623182,-0.008183704,-0.041967395,4.59E-07,1.16E-07,-1.27E-07,0.016160691,0.012866083,0.008281743,81.66594329,74.75799783,70.95561946,-1.01E-06,-1.31E-06,-1.66E-06
